"id";"tryout_set_id";"content";"content_image";"options";"is_text_answer";"created_at";"source";"question_id"
d467a4b7-d5d4-4924-b708-f0281433f438;"34abb710-c78d-47a7-b74a-9ad70705f084";"In recent years, the impact of screen time on children's development has become a topic of much debate among educators, parents, and researchers. As the digital era progresses, many households have shifted from physical books to digital platforms for reading and learning activities. To explore the influence of this shift, a study was conducted to examine the differential effects of reading physical books versus digital books on children's learning experiences.

Participants in the study included 45 parent-child pairs, with children aged between four and six years old. The study utilized two types of books: traditional print books and interactive e-books on a tablet. The aim was to observe and record the amount of dialogue, interaction quality, and the level of shared enjoyment between parents and children during reading sessions with each type of book.

Results from the study were revealing. While using print books, parents and children displayed a higher frequency of dialogue and interactive discussions. The quality of interactions during print book reading sessions was richer, with more complex vocabulary being used. They also demonstrated higher levels of joint attention and shared enjoyment. On the other hand, during sessions with e-books, although children were highly engaged with the interactive features, the parent-child interaction was notably reduced, and the language used was less diverse.

The word ""dialogue"" in paragraph 2 means ...";"";"""[{\""content\"":\""Monologue\"",\""is_true\"":false,\""key\"":\""A\"",\""id\"":\""577ae104-e9b4-4f5f-a8a4-e1a9b1a6695b\""},{\""content\"":\""Conversation\"",\""is_true\"":true,\""key\"":\""B\"",\""id\"":\""3fd656af-3752-4d95-81ee-b23dd2c5ea98\""},{\""content\"":\""Silence\"",\""is_true\"":false,\""key\"":\""C\"",\""id\"":\""51ad6ece-08fa-4fec-bdd2-1b95278176ab\""},{\""content\"":\""Soliloquy\"",\""is_true\"":false,\""key\"":\""D\"",\""id\"":\""25172a77-a50f-4b89-9da9-4b0c6c33927d\""},{\""content\"":\""Dispute\"",\""is_true\"":false,\""key\"":\""E\"",\""id\"":\""efb79e29-20b2-451d-9f9b-28f7740880da\""}]""";false;2024-03-13 07:41:27.357;UTBK 2023;"5dec0847-7405-43d5-9ed0-0a0a7c7e9b98"
e9bc9ddc-163f-4ebe-9c6f-41e02a1ed056;"34abb710-c78d-47a7-b74a-9ad70705f084";"In the bustling city of Neo-Tokyo, amidst the advancements of cybernetic technology, an underground movement known as the ""Techno-Sapiens"" has emerged. These individuals augment their bodies with electronic and mechanical enhancements to surpass human limitations. The vast majority of enhancements relate to increased cognitive abilities and physical performance, but there is also a new bio-digital virus targeted against these cybernetic implants. The Neo-Tokyo government, with the help of tech experts and cyber security teams, are scrambling to protect their citizens. Michiko, an expert hacker, reports that the bio-digital virus, named ""Nanophage,"" is spreading rapidly. As a countermeasure, she has designed a Firewall Upgrade, which must be installed manually in the central server located deep within the Techno-Sapien's underground headquarters.

Michiko must traverse an immense network of Techno-Sapien patrols and their advanced security systems to reach the central server. With her cybernetic arm's integrated enhancement, Michiko gains access to otherwise restricted areas. Once she installs the Firewall Upgrade, it will neutralize the Nanophage virus and render it harmless. In their fight against the cybernetic threat, the Neo-Tokyo government has imposed strict regulations on cybernetic implants, but many citizens, including Michiko, believe in their right to modify themselves for the betterment of their lives and abilities.

To ensure success in her mission, Michiko enhances her reflexes with a neural accelerator and adopts the guise of a rogue Techno-Sapien. Entering the headquarters, she evades capture using her heightened abilities and makes it to the central server. However, the outcome of her mission remains unknown. Michiko's bravery and dedication reflect the resilient spirit of Neo-Tokyo's citizens in the face of technological challenges and adversities.";"";"""[{\""content\"":\""devised a new cybernetic enhancement.\"",\""is_true\"":false,\""key\"":\""A\"",\""id\"":\""15595f8f-4243-491d-9e1b-d052f53f471e\""},{\""content\"":\""engaged in combat with Techno-Sapiens.\"",\""is_true\"":false,\""key\"":\""B\"",\""id\"":\""79c1dc7c-d1af-4d90-80cd-10927bf7073a\""},{\""content\"":\""upgraded her hacking tools.\"",\""is_true\"":false,\""key\"":\""C\"",\""id\"":\""27739058-a704-4754-a23b-ef19416885b7\""},{\""content\"":\""installed the Firewall Upgrade.\"",\""is_true\"":true,\""key\"":\""D\"",\""id\"":\""0457a38c-bf73-4267-91d8-5fa21a0284a5\""},{\""content\"":\""eliminated the virus manually.\"",\""is_true\"":false,\""key\"":\""E\"",\""id\"":\""3d5b8a0e-1b7f-4091-9b2e-bd3a58ceb307\""}]""";false;2024-03-13 07:44:23.414;SIMAK 2019;abe0fe9c-f4cb-436c-a11e-37bc3d7a8100
"388479c8-ce1e-4be9-a473-ba5b69ed25db";"34abb710-c78d-47a7-b74a-9ad70705f084";"In the context of advancing eco-friendly initiatives, a recent study investigated the difference in environmental impact between traditional vehicles powered by internal combustion engines and Electric Vehicles (EVs). One key consideration is the carbon footprint over the lifetime of the vehicle, which includes not just the emissions from driving but also from manufacturing, including the extraction and processing of raw materials needed for parts like batteries. 

The investigation involved analyzing data on emissions from vehicle production, the source of electricity (which varies in terms of fossil fuel dependency in different regions), and the disposal or recycling of vehicle components. The findings showed that while EVs typically have a higher initial environmental impact due to battery production, over the lifetime of the vehicle, EVs tend to result in lower overall emissions. The reduction in lifetime emissions is particularly significant where the electricity used to charge the EVs comes from renewable or low-carbon sources.

The paragraph following the passage most likely discusses about ...";"";"""[{\""content\"":\""The role of consumer behavior in influencing eco-friendly transportation choices\"",\""is_true\"":false,\""key\"":\""A\"",\""id\"":\""c7377242-3488-46a2-9381-a477561a2bd0\""},{\""content\"":\""The comparison of maintenance costs between EVs and traditional vehicles\"",\""is_true\"":false,\""key\"":\""B\"",\""id\"":\""7ec2786f-660c-48c2-9fef-1ae9fe6163fe\""},{\""content\"":\""Government incentives to encourage the adoption of Electric Vehicles\"",\""is_true\"":false,\""key\"":\""C\"",\""id\"":\""6a0af765-4345-4055-b339-51899e63049c\""},{\""content\"":\""Technological advancements in battery production and recycling\"",\""is_true\"":false,\""key\"":\""D\"",\""id\"":\""f517a481-0d6c-4270-bbf6-942ad425f34b\""},{\""content\"":\""Further strategies to reduce the environmental impact of Electric Vehicles\"",\""is_true\"":false,\""key\"":\""E\"",\""id\"":\""02ac4be5-c7c6-45c6-9399-9d56a01075fb\""}]""";false;2024-03-13 08:36:03.320;UTBK 2023;efc6330a-d3e4-4a51-94a1-5c7f46df3f60
b8576bf0-e721-49fd-9360-69e30f13f753;"34abb710-c78d-47a7-b74a-9ad70705f084";"In the fast-paced world of today, stress has become an almost inevitable part of our lives. To manage stress effectively, it is crucial to have strategies that can help us cope with its impact on our wellbeing. Mindfulness, a practice rooted in ancient meditation traditions, has emerged as a popular technique for modern stress reduction. It involves paying attention to the present moment with an attitude of acceptance and non-judgment.

Studies have shown that regular mindfulness practice can lead to significant improvements in overall health and stress management. For instance, mindfulness-based stress reduction (MBSR) programs have been found to decrease anxiety levels, improve mood, and reduce symptoms of depression. Furthermore, mindfulness can enhance one's ability to focus and concentrate, as well as improve self-regulation and emotional intelligence.

While mindfulness can be practiced in various ways, some common methods include guided imagery, deep breathing exercises, and meditation. One can also practice mindfulness through daily activities by fully engaging with the experience and being aware of the senses. It can be as simple as savoring the taste of a meal, listening attentively to a piece of music, or observing one's thoughts and emotions without getting caught up in them.

The regular practice of mindfulness not only helps in tackling stress but can also enrich one's life experience by fostering a greater appreciation for the present moment. In the long term, mindfulness practitioners often report a more balanced and fulfilling life, with heightened self-awareness and a decreased tendency to react impulsively to life's challenges.

Which of the following is NOT a benefit of practicing mindfulness according to the text?";"";"""[{\""content\"":\"") Decreasing anxiety levels\"",\""is_true\"":false,\""key\"":\""A\"",\""id\"":\""82730433-d97d-4003-8e9e-abbb51e6fc9e\""},{\""content\"":\"") Improving mood\"",\""is_true\"":false,\""key\"":\""B\"",\""id\"":\""eed0d49c-fafa-4925-a9ca-588590cc46a2\""},{\""content\"":\"") Reducing sugar intake\"",\""is_true\"":true,\""key\"":\""C\"",\""id\"":\""e061b9ff-f5da-4e19-970d-bd21c57fad67\""},{\""content\"":\"") Enhancing focus and concentration\"",\""is_true\"":false,\""key\"":\""D\"",\""id\"":\""6b61a043-d034-46bd-86c4-8f82da501c4b\""},{\""content\"":\"") Improving self-regulation and emotional intelligence\"",\""is_true\"":false,\""key\"":\""E\"",\""id\"":\""870d78a1-c2f1-4384-b41a-78f1a774debb\""}]""";false;2024-03-13 08:40:22.027;SBMPTN 2016;"1ed12b6a-058d-4e78-8e28-09bf3dc04e97"
"0a30298c-b162-4ba2-a2da-6f31a10e40ed";"34abb710-c78d-47a7-b74a-9ad70705f084";"In the world of digital marketing, growth hacking has become a buzzword, used to describe a strategy that focuses on rapid experimentation across marketing channels and product development to identify the most effective ways to grow a business. Growth hackers are experts in identifying low-cost alternatives to traditional marketing, utilizing analytical thinking, product engineering, and creativity to significantly increase their company's customer base. They often leverage social media, viral marketing, and targeted advertising to achieve their objectives. They rely on metrics and big data to analyze their success and pivot strategies accordingly. 

Growth hackers ... on metrics and big data to analyze their success and pivot strategies quickly.";"";"""[{\""content\"":\""rely\"",\""is_true\"":true,\""key\"":\""A\"",\""id\"":\""f38d7725-9292-49b6-a4b0-0b4b404d63d8\""},{\""content\"":\""relies\"",\""is_true\"":false,\""key\"":\""B\"",\""id\"":\""e5262d22-1d0d-4019-ac79-49cb25676297\""},{\""content\"":\""are relying\"",\""is_true\"":false,\""key\"":\""C\"",\""id\"":\""e8d027eb-5559-4a5d-b10d-d32b540a4c2b\""},{\""content\"":\""is relying\"",\""is_true\"":false,\""key\"":\""D\"",\""id\"":\""9ada2a58-5de4-48fa-a9f4-056d44022b0a\""},{\""content\"":\""have relied\"",\""is_true\"":false,\""key\"":\""E\"",\""id\"":\""401398db-2e7e-4cb6-a8d4-b172fd594e66\""}]""";false;2024-03-13 08:52:57.787;UTBK 2023;"19a73483-bd5a-4236-8b21-c2e25ae94b1e"
"11519205-1a3c-41ea-abac-42bb24e65c68";"34abb710-c78d-47a7-b74a-9ad70705f084";"Deep in the Amazon rainforest, there lives a tribe known as the Yanomami, who have been residing there for thousands of years. They are largely self-sufficient, thriving off a diet consisting of fish, cassava, and bananas, which they obtain through a combination of fishing, horticulture, and foraging. The Yanomami maintain a deep spiritual connection to their environment, which is reflected in their cosmology and rituals. Tribespeople live in large, circular communal houses called shabonos, which are constructed using wood, palm leaves, and vines, providing shelter for multiple families. .....

One of the unique practices of the Yanomami involves the use of a hallucinogenic snuff called Yakoana, which is made from the bark of the Virola tree and is central to their spiritual rituals. These gatherings serve a crucial role in resolving conflicts, making decisions, and strengthening social bonds within the tribe.

However, in recent years, the Yanomami's way of life has come under threat due to the encroachment of illegal miners, deforestation, and diseases brought by outsiders. Despite these challenges, the Yanomami continue to fight for their land rights and preservation of their culture.

One might consider the question: What would the impact on Yanomami society be without their homeland? The loss of their environment would sever their spiritual relationship with the land, which is fundamental to their identity and customs. Additionally, the dislocation would disrupt their self-sufficient subsistence practices, which are intimately tied to their habitat.

Which of the following sentences correctly completes the missing sentence in the paragraph?";"";"""[{\""content\"":\""The tribal people often engage with tourists to share their culture.\"",\""is_true\"":false,\""key\"":\""A\"",\""id\"":\""30640ef2-c0fb-4307-bff0-a963360fdf68\""},{\""content\"":\""They actively participate in regional political movements.\"",\""is_true\"":false,\""key\"":\""B\"",\""id\"":\""dd9aa588-ba9e-4c3b-944e-26c994675e3d\""},{\""content\"":\""Their shabonos can accommodate up to several hundred individuals.\"",\""is_true\"":false,\""key\"":\""C\"",\""id\"":\""3d4186b5-c246-4879-91d1-8fb8847dd0ac\""},{\""content\"":\""They have recently adopted modern tools for farming and hunting.\"",\""is_true\"":false,\""key\"":\""D\"",\""id\"":\""b75cf7a3-aa7d-45da-a9e5-ed0ea8461f9c\""},{\""content\"":\""The construction of their shabonos requires communal effort and represents their unity.\"",\""is_true\"":true,\""key\"":\""E\"",\""id\"":\""0399e183-b15e-4059-b42c-3301bfe8b7f0\""}]""";false;2024-03-13 09:05:23.046;SNBT 2022;a026dd43-6163-4382-bf46-d7ccdd1f01d2
a186852b-64af-424a-ae93-2b6c1417141c;"7d42b563-f5f6-492e-866a-e4c6c9f3456f";Misalkan \( f(x) = x^2 + 2x - 3 \) dan \( g(x) = -2x + 5 \). Koordinat \( y \) terbesar dari titik potong grafik fungsi \( f \) dan \( g \) adalah...;"";"""[{\""content\"":\""7\"",\""is_true\"":false,\""key\"":\""A\"",\""id\"":\""5e503418-68f5-46fb-a7ad-6067aba7a168\""},{\""content\"":\""8\"",\""is_true\"":false,\""key\"":\""B\"",\""id\"":\""799d474a-2098-49f7-99e4-811bf9da7bd5\""},{\""content\"":\""9\"",\""is_true\"":true,\""key\"":\""C\"",\""id\"":\""7ab777ff-d0e9-4f38-9720-124e6324b2d7\""},{\""content\"":\""10\"",\""is_true\"":false,\""key\"":\""D\"",\""id\"":\""d7fab087-c561-49e2-be85-771f9ec31ebd\""},{\""content\"":\""11\"",\""is_true\"":false,\""key\"":\""E\"",\""id\"":\""bcc03183-8a8b-4c07-8dbd-0c8af9d171c6\""}]""";false;2024-03-13 11:59:52.616;SNBT 2022;"37b5350f-ae54-43a3-8b46-8feddd78fa65"
e3a26163-0d16-4080-96e2-9f0e193366a1;"34abb710-c78d-47a7-b74a-9ad70705f084";"In an effort to understand the influence of digital platforms on language acquisition, a study was launched examining the vocabulary development among toddlers exposed to language-learning apps. The hypothesis suggested that children interacting with language apps for at least six months would demonstrate an expanded vocabulary compared to those without such exposure. (1) ...

The research encompassed a group of 200 toddlers aged between 2 and 3, who were observed over a period of 8 months. As part of the study, (2) ... skills, including word recognition and sentence formulation. Each child was assessed using a standardized language development test along with a custom app usage questionnaire.

Remarkably, 75% of the toddlers who regularly engaged with the language apps showed significant improvement in vocabulary range. (3) ... . These included frequency of app usage, parent-child interactive learning sessions, and the educational level of parents.

Which option best completes (2)?";"";"""[{\""content\"":\""Furthermore, parents were asked about their own language skills.\"",\""is_true\"":false,\""key\"":\""A\"",\""id\"":\""089be765-53d1-42c7-9528-9692178e4b92\""},{\""content\"":\""Additionally, measures of technological interaction were applied.\"",\""is_true\"":false,\""key\"":\""B\"",\""id\"":\""d0dd7d49-535d-49f6-8dce-5fcf18ccbdad\""},{\""content\"":\""Meanwhile, the toddlers participated in regular play sessions.\"",\""is_true\"":false,\""key\"":\""C\"",\""id\"":\""06d00032-54f2-4597-ac84-b7a3a7ee2fc6\""},{\""content\"":\""Accordingly, a set of cognitive development exercises was conducted.\"",\""is_true\"":false,\""key\"":\""D\"",\""id\"":\""22f8f3d6-a81d-44ed-bb49-007b364c21f5\""},{\""content\"":\""Specifically, children's interaction with the apps was closely monitored.\"",\""is_true\"":true,\""key\"":\""E\"",\""id\"":\""74d0ca7d-e54a-40f2-b725-2bc4f84e539c\""}]""";false;2024-03-13 09:06:19.581;SBMPTN 2015;"21687ff0-c747-42ed-8d16-4c2051a025be"
"59b7ff42-4e42-4d40-bad5-45081fac581d";"34abb710-c78d-47a7-b74a-9ad70705f084";"Urban gardens are becoming increasingly popular in major cities around the globe. These green spaces provide city dwellers with an opportunity to engage in gardening, even in densely populated areas. The benefits of urban gardening are numerous; not only does it enhance the aesthetic appeal of cities, but it also contributes to environmental health and personal well-being.

Urban gardens can vary widely in form. Some are community projects that promote social interaction and collective care for the environment, while others are small private plots on balconies or rooftops. They allow people to grow their own fruits, vegetables, and herbs, contributing to a more sustainable lifestyle. Moreover, the act of gardening has been shown to reduce stress and improve mental health.

One significant contribution of urban gardening is the improvement of air quality. Plants absorb carbon dioxide and release oxygen, which can positively affect the immediate environment. Additionally, urban gardens help to mitigate the heat island effect caused by concrete and asphalt, which often results in elevated temperatures in urban areas.

Despite the benefits, there are challenges to urban gardening. Space is at a premium in cities, and soil contamination is a potential risk. These gardens require careful planning and management to ensure they are safe and productive.

In conclusion, urban gardens offer a pathway toward more sustainable and healthy urban living. They encourage residents to connect with nature, even within the urban jungle, and promote environmental stewardship.

The author would likely agree that urban gardens have an effect on the surrounding environment similar to that of ...";"";"""[{\""content\"":\""A) Cars and highways\"",\""is_true\"":false,\""key\"":\""A\"",\""id\"":\""dcb5033b-0ab4-4ef9-a64f-06cacda50e7d\""},{\""content\"":\""B) Bees and flowers\"",\""is_true\"":true,\""key\"":\""B\"",\""id\"":\""1db815fd-5bdc-4eb9-9cdf-e562e6b8d584\""},{\""content\"":\""C) Desks and offices\"",\""is_true\"":false,\""key\"":\""C\"",\""id\"":\""4ff6511b-bc7c-4054-85b8-7c8d0bf945e3\""},{\""content\"":\""D) Trees and forests\"",\""is_true\"":false,\""key\"":\""D\"",\""id\"":\""4326b583-099b-4a0f-a84c-35b44befb94f\""},{\""content\"":\""E) Lamps and illumination\"",\""is_true\"":false,\""key\"":\""E\"",\""id\"":\""159494d1-b647-4389-b3e4-1cf844ae9da1\""}]""";false;2024-03-13 09:18:22.498;UTBK 2023;"4be5ec57-b50d-40c6-81cf-c836cce2dd18"
"5d4c90d8-aee2-4766-8d6a-8927ae88e6b2";"34abb710-c78d-47a7-b74a-9ad70705f084";"The universe has always intrigued humankind with its immense expanse and the mysterious elements it comprises. The study of celestial objects, known as astronomy, has provided us with a deeper understanding of the complex tapestries of stars, planets, and galaxies. Among the many fascinating subjects in astronomy, the study of black holes stands out due to their enigmatic nature.

A black hole is a place in space where gravity pulls so much that even light cannot get out. The gravity is so strong because matter has been compressed into a tiny space. This can happen when a star is dying. Because no light can escape, black holes are invisible. However, space telescopes with special tools can help scientists detect them by observing the behavior of material around black holes.

Scientists believe that the smallest black holes formed when the universe began. These black holes are known as primordial black holes. On the other end of the spectrum, stellar black holes are made when the center of a very big star falls in upon itself, or collapses. For a black hole to form, a certain level of mass is necessary, and when this threshold is crossed, a black hole can emerge from a dying star.

One of the most complex ideas regarding black holes is the concept of singularity, an area at the center of a black hole where the matter is thought to be infinitely dense. Around this singularity lies the event horizon, which marks the point of no return. Any matter that crosses this boundary can no longer escape the intense gravitational pull of the black hole.

The word 'enigmatic' in paragraph 1 is best replaced by";"";"""[{\""content\"":\""mysterious\"",\""is_true\"":true,\""key\"":\""A\"",\""id\"":\""64a9aa61-805a-4471-956f-c0836ee99fe2\""},{\""content\"":\""confusing\"",\""is_true\"":false,\""key\"":\""B\"",\""id\"":\""e734cbd3-282f-4a30-ae46-a5f8819dc5d9\""},{\""content\"":\""puzzling\"",\""is_true\"":false,\""key\"":\""C\"",\""id\"":\""a81bfb0d-da63-4de8-a2ab-9d6fa7e80931\""},{\""content\"":\""clear\"",\""is_true\"":false,\""key\"":\""D\"",\""id\"":\""9bf044c7-7179-408a-b060-029a61de71d2\""},{\""content\"":\""obvious\"",\""is_true\"":false,\""key\"":\""E\"",\""id\"":\""3ffd504c-8d95-458c-bdab-ca03c42f6a01\""}]""";false;2024-03-13 09:21:03.149;SBMPTN 2016;ff1e56f1-b709-4c9c-9190-a2faea21e7d2
